event_id,user_id,action,timestamp,session_id,duration,item_id,app_id,poi_id,purchase_amount,search_keyword,compared_items
event_00691,user_069,browse,2026-01-20T23:51:54,sess_user_069_2026-01-20,528,item_012,app_010,poi_011,,,
event_00159,user_015,click,2026-01-21T00:10:18,sess_user_015_2026-01-21,3,item_012,app_004,poi_011,,,
event_00045,user_005,add_to_cart,2026-01-21T00:49:30,sess_user_005_2026-01-21,157,,app_010,,,,
event_00701,user_070,search,2026-01-21T01:03:02,sess_user_070_2026-01-21,108,item_018,app_001,poi_002,,雷克萨斯LX,
event_00752,user_075,purchase,2026-01-21T01:04:30,sess_user_075_2026-01-21,1159,item_019,app_005,,1321211,,
event_00157,user_015,browse,2026-01-21T01:20:23,sess_user_015_2026-01-21,362,item_005,app_002,poi_013,,,
event_00876,user_087,compare,2026-01-21T02:00:03,sess_user_087_2026-01-21,224,item_009,app_013,,,,"item_009,item_015"
event_00512,user_051,browse,2026-01-21T02:10:48,sess_user_051_2026-01-21,153,item_014,app_003,,,,
event_00721,user_072,browse,2026-01-21T02:28:40,sess_user_072_2026-01-21,463,item_004,app_006,poi_016,,,
event_00905,user_089,compare,2026-01-21T02:29:40,sess_user_089_2026-01-21,197,item_009,app_008,,,,"item_009,item_009"
event_00302,user_030,browse,2026-01-21T02:38:21,sess_user_030_2026-01-21,213,item_008,app_006,poi_012,,,
event_00616,user_062,browse,2026-01-21T03:11:07,sess_user_062_2026-01-21,300,item_002,app_001,,,,
event_00605,user_061,click,2026-01-21T03:11:09,sess_user_061_2026-01-21,7,item_012,app_002,poi_005,,,
event_00374,user_038,search,2026-01-21T03:20:34,sess_user_038_2026-01-21,202,item_008,,,,奥迪A6,
event_00936,user_093,compare,2026-01-21T03:45:29,sess_user_093_2026-01-21,13,item_015,,poi_004,,,"item_015,item_014"
event_00836,user_083,add_to_cart,2026-01-21T03:48:53,sess_user_083_2026-01-21,72,item_011,app_001,poi_013,,,
event_00281,user_028,click,2026-01-21T04:49:28,sess_user_028_2026-01-21,3,item_006,app_009,poi_004,,,
event_00581,user_059,browse,2026-01-21T05:09:56,sess_user_059_2026-01-21,330,item_018,app_004,,,,
event_00492,user_049,click,2026-01-21T05:53:35,sess_user_049_2026-01-21,3,item_015,app_001,poi_014,,,
event_00871,user_086,click,2026-01-21T06:03:19,sess_user_086_2026-01-21,3,item_003,app_005,poi_008,,,
event_00789,user_079,add_to_cart,2026-01-21T06:33:49,sess_user_079_2026-01-21,188,item_006,,poi_015,,,
event_00416,user_042,browse,2026-01-21T07:26:53,sess_user_042_2026-01-21,441,item_019,app_006,poi_016,,,
event_00386,user_038,browse,2026-01-21T08:50:17,sess_user_038_2026-01-21,191,item_019,app_008,poi_004,,,
event_00389,user_039,browse,2026-01-21T08:52:35,sess_user_039_2026-01-21,497,,app_007,poi_005,,,
event_00222,user_022,browse,2026-01-21T09:14:53,sess_user_022_2026-01-21,196,,,poi_003,,,
event_00538,user_054,browse,2026-01-21T09:25:32,sess_user_054_2026-01-21,224,item_018,app_008,poi_001,,,
event_00884,user_088,add_to_cart,2026-01-21T19:26:04,sess_user_088_2026-01-21,92,item_017,app_002,poi_007,,,
event_00948,user_094,add_to_cart,2026-01-21T19:36:49,sess_user_094_2026-01-21,224,item_020,app_008,,,,
event_00941,user_094,browse,2026-01-21T20:25:06,sess_user_094_2026-01-21,152,,app_010,poi_006,,,
event_00263,user_026,purchase,2026-01-21T20:35:16,sess_user_026_2026-01-21,1744,item_006,app_007,,1021135,,
event_00812,user_082,search,2026-01-21T21:28:08,sess_user_082_2026-01-21,265,item_004,,poi_010,,奔驰S级,
event_00689,user_069,compare,2026-01-21T21:34:42,sess_user_069_2026-01-21,183,item_006,,poi_005,,,"item_006,item_010"
event_00164,user_016,click,2026-01-21T21:41:43,sess_user_016_2026-01-21,4,,app_010,poi_002,,,
event_00451,user_045,click,2026-01-21T21:52:24,sess_user_045_2026-01-21,3,item_019,app_013,poi_003,,,
event_00595,user_060,browse,2026-01-21T22:01:28,sess_user_060_2026-01-21,229,item_012,app_007,poi_008,,,
event_00987,user_099,purchase,2026-01-21T22:48:43,sess_user_099_2026-01-21,1032,item_017,,poi_014,1062937,,
event_00438,user_043,click,2026-01-21T22:51:22,sess_user_043_2026-01-21,6,item_016,app_006,poi_003,,,
event_00536,user_054,search,2026-01-21T23:58:34,sess_user_054_2026-01-21,242,item_019,app_013,poi_013,,沃尔沃S90,
event_00382,user_038,search,2026-01-22T00:45:29,sess_user_038_2026-01-22,42,item_016,app_010,poi_006,,雷克萨斯ES,
event_00007,user_001,browse,2026-01-22T01:19:45,sess_user_001_2026-01-22,597,item_014,app_009,poi_011,,,
event_00517,user_052,browse,2026-01-22T01:20:41,sess_user_052_2026-01-22,193,,,poi_011,,,
event_00665,user_066,purchase,2026-01-22T01:26:47,sess_user_066_2026-01-22,1052,item_007,,poi_002,323553,,
event_00258,user_025,compare,2026-01-22T01:43:20,sess_user_025_2026-01-22,195,item_016,app_009,poi_013,,,"item_016,item_005"
event_00282,user_028,purchase,2026-01-22T01:55:39,sess_user_028_2026-01-22,251,item_018,app_009,poi_006,753891,,
event_00763,user_076,browse,2026-01-22T02:37:49,sess_user_076_2026-01-22,424,item_010,app_008,poi_005,,,
event_01001,user_100,search,2026-01-22T02:43:58,sess_user_100_2026-01-22,182,,app_009,poi_002,,宝马,
event_00968,user_097,compare,2026-01-22T03:48:00,sess_user_097_2026-01-22,59,item_012,app_006,,,,"item_012,item_019"
event_00136,user_013,click,2026-01-22T04:12:33,sess_user_013_2026-01-22,1,item_011,app_009,poi_015,,,
event_00673,user_067,add_to_cart,2026-01-22T04:33:24,sess_user_067_2026-01-22,65,item_003,app_004,,,,
event_00420,user_042,click,2026-01-22T04:53:37,sess_user_042_2026-01-22,1,item_017,,poi_003,,,
event_00173,user_016,click,2026-01-22T05:34:29,sess_user_016_2026-01-22,1,item_001,app_013,,,,
event_00201,user_020,compare,2026-01-22T05:45:15,sess_user_020_2026-01-22,39,item_012,app_005,,,,"item_012,item_003"
event_00929,user_092,search,2026-01-22T06:19:04,sess_user_092_2026-01-22,31,item_007,app_001,poi_003,,奥迪A8,
event_00099,user_009,search,2026-01-22T06:34:32,sess_user_009_2026-01-22,164,item_003,,poi_007,,宝马X5,
event_00216,user_022,click,2026-01-22T06:43:02,sess_user_022_2026-01-22,10,item_002,app_008,poi_014,,,
event_00044,user_005,add_to_cart,2026-01-22T07:16:40,sess_user_005_2026-01-22,214,item_011,,poi_001,,,
event_00660,user_066,search,2026-01-22T07:18:10,sess_user_066_2026-01-22,253,,app_009,poi_002,,特斯拉,
event_00016,user_002,purchase,2026-01-22T07:21:35,sess_user_002_2026-01-22,495,item_012,app_002,poi_004,1451870,,
event_00765,user_077,click,2026-01-22T07:50:21,sess_user_077_2026-01-22,4,item_001,app_004,poi_008,,,
event_00276,user_027,browse,2026-01-22T07:55:56,sess_user_027_2026-01-22,588,,app_011,poi_007,,,
event_00614,user_062,browse,2026-01-22T09:05:48,sess_user_062_2026-01-22,105,item_006,,poi_012,,,
event_00199,user_019,browse,2026-01-22T09:16:35,sess_user_019_2026-01-22,409,item_009,app_009,poi_004,,,
event_00519,user_052,browse,2026-01-22T18:53:20,sess_user_052_2026-01-22,307,item_006,,,,,
event_00311,user_030,browse,2026-01-22T19:00:25,sess_user_030_2026-01-22,151,item_005,,poi_002,,,
event_00038,user_005,click,2026-01-22T19:15:50,sess_user_005_2026-01-22,4,item_018,,poi_008,,,
event_00327,user_032,purchase,2026-01-22T19:59:56,sess_user_032_2026-01-22,283,item_017,app_011,poi_012,1313459,,
event_00549,user_056,click,2026-01-22T20:17:48,sess_user_056_2026-01-22,10,item_009,app_012,poi_015,,,
event_00461,user_046,browse,2026-01-22T20:22:45,sess_user_046_2026-01-22,384,item_014,,poi_011,,,
event_00102,user_010,purchase,2026-01-22T20:38:45,sess_user_010_2026-01-22,1350,item_014,app_001,poi_005,533886,,
event_00472,user_047,add_to_cart,2026-01-22T21:29:23,sess_user_047_2026-01-22,94,item_016,app_009,poi_006,,,
event_00887,user_088,add_to_cart,2026-01-22T23:08:08,sess_user_088_2026-01-22,279,item_016,,poi_009,,,
event_00012,user_001,browse,2026-01-23T00:01:45,sess_user_001_2026-01-23,101,item_020,app_010,poi_014,,,
event_00269,user_027,browse,2026-01-23T00:48:12,sess_user_027_2026-01-23,110,item_010,app_009,poi_007,,,
event_00329,user_032,purchase,2026-01-23T01:01:21,sess_user_032_2026-01-23,1161,item_020,app_012,,402525,,
event_00402,user_040,add_to_cart,2026-01-23T01:02:15,sess_user_040_2026-01-23,214,,app_010,poi_001,,,
event_00291,user_028,click,2026-01-23T01:14:40,sess_user_028_2026-01-23,5,item_004,app_012,,,,
event_00160,user_015,browse,2026-01-23T01:22:24,sess_user_015_2026-01-23,91,item_001,,poi_015,,,
event_00638,user_064,browse,2026-01-23T01:30:32,sess_user_064_2026-01-23,203,item_015,app_010,poi_012,,,
event_00383,user_038,click,2026-01-23T01:33:53,sess_user_038_2026-01-23,2,item_008,app_001,poi_003,,,
event_00829,user_083,search,2026-01-23T01:36:36,sess_user_083_2026-01-23,232,item_015,app_003,poi_004,,保时捷911,
event_00030,user_003,add_to_cart,2026-01-23T02:44:45,sess_user_003_2026-01-23,108,item_009,app_011,poi_013,,,
event_00925,user_091,click,2026-01-23T02:47:48,sess_user_091_2026-01-23,2,item_018,app_010,poi_006,,,
event_00265,user_026,browse,2026-01-23T02:48:44,sess_user_026_2026-01-23,234,item_004,app_008,,,,
event_00450,user_045,browse,2026-01-23T02:49:51,sess_user_045_2026-01-23,325,item_013,app_009,poi_014,,,
event_00317,user_031,add_to_cart,2026-01-23T03:17:15,sess_user_031_2026-01-23,66,item_016,app_001,,,,
event_00469,user_047,browse,2026-01-23T03:40:28,sess_user_047_2026-01-23,88,item_015,app_006,,,,
event_00790,user_079,browse,2026-01-23T03:51:20,sess_user_079_2026-01-23,137,item_014,,poi_003,,,
event_00358,user_035,browse,2026-01-23T04:17:53,sess_user_035_2026-01-23,461,item_011,app_005,,,,
event_00877,user_087,search,2026-01-23T04:42:58,sess_user_087_2026-01-23,62,item_005,app_007,poi_004,,奔驰E级,
event_00344,user_034,browse,2026-01-23T05:15:05,sess_user_034_2026-01-23,127,item_003,app_002,,,,
event_00733,user_074,browse,2026-01-23T05:18:24,sess_user_074_2026-01-23,232,item_011,app_003,,,,
event_00213,user_021,add_to_cart,2026-01-23T05:38:08,sess_user_021_2026-01-23,271,item_020,app_002,poi_006,,,
event_00985,user_098,add_to_cart,2026-01-23T05:48:27,sess_user_098_2026-01-23,53,item_002,app_005,poi_004,,,
event_00841,user_084,click,2026-01-23T06:24:05,sess_user_084_2026-01-23,10,item_006,app_011,poi_015,,,
event_00083,user_008,browse,2026-01-23T06:50:43,sess_user_008_2026-01-23,412,item_004,app_004,,,,
event_00124,user_012,browse,2026-01-23T07:34:06,sess_user_012_2026-01-23,471,item_004,app_005,poi_016,,,
event_00460,user_046,click,2026-01-23T08:05:42,sess_user_046_2026-01-23,6,item_019,app_002,poi_004,,,
event_00931,user_092,click,2026-01-23T08:22:28,sess_user_092_2026-01-23,7,item_001,app_001,poi_006,,,
event_00679,user_067,compare,2026-01-23T09:09:16,sess_user_067_2026-01-23,147,item_015,app_011,poi_009,,,"item_015,item_020"
event_00020,user_003,click,2026-01-23T19:27:38,sess_user_003_2026-01-23,7,,app_007,poi_009,,,
event_00855,user_085,browse,2026-01-23T19:35:01,sess_user_085_2026-01-23,556,item_013,app_008,poi_005,,,
event_00717,user_071,click,2026-01-23T20:08:44,sess_user_071_2026-01-23,4,item_009,app_003,poi_003,,,
event_00824,user_082,click,2026-01-23T20:57:49,sess_user_082_2026-01-23,2,item_010,app_013,,,,
event_00582,user_059,add_to_cart,2026-01-23T21:09:56,sess_user_059_2026-01-23,136,item_009,app_004,poi_009,,,
event_00188,user_018,search,2026-01-23T21:28:46,sess_user_018_2026-01-23,63,item_020,app_011,,,沃尔沃XC90,
event_00579,user_059,click,2026-01-23T22:21:20,sess_user_059_2026-01-23,8,,,,,,
event_00935,user_093,purchase,2026-01-23T22:30:58,sess_user_093_2026-01-23,1695,item_014,app_005,poi_001,1344647,,
event_00410,user_041,compare,2026-01-23T22:32:14,sess_user_041_2026-01-23,65,item_012,app_008,poi_004,,,"item_012,item_006"
event_00126,user_012,add_to_cart,2026-01-23T22:33:25,sess_user_012_2026-01-23,282,item_011,app_002,,,,
event_00048,user_005,click,2026-01-23T23:20:18,sess_user_005_2026-01-23,6,item_005,app_013,,,,
event_00457,user_046,add_to_cart,2026-01-23T23:24:45,sess_user_046_2026-01-23,68,item_011,app_006,poi_001,,,
event_00356,user_035,purchase,2026-01-23T23:45:27,sess_user_035_2026-01-23,540,item_010,app_005,poi_006,523551,,
event_00901,user_089,browse,2026-01-23T23:47:12,sess_user_089_2026-01-23,436,item_014,app_012,poi_016,,,
event_00246,user_024,browse,2026-01-24T00:28:08,sess_user_024_2026-01-24,508,item_018,app_009,,,,
event_00440,user_044,browse,2026-01-24T00:29:35,sess_user_044_2026-01-24,79,item_006,app_007,,,,
event_00463,user_046,search,2026-01-24T00:36:51,sess_user_046_2026-01-24,143,item_001,app_009,poi_010,,宝马7系,
event_00529,user_053,click,2026-01-24T01:00:41,sess_user_053_2026-01-24,9,item_020,app_009,,,,
event_00997,user_100,browse,2026-01-24T01:45:49,sess_user_100_2026-01-24,386,item_006,app_010,poi_015,,,
event_00478,user_048,click,2026-01-24T01:50:25,sess_user_048_2026-01-24,9,item_018,app_010,poi_001,,,
event_00101,user_010,click,2026-01-24T03:46:44,sess_user_010_2026-01-24,3,item_008,app_004,poi_012,,,
event_00496,user_049,browse,2026-01-24T05:28:42,sess_user_049_2026-01-24,121,,app_011,poi_011,,,
event_00162,user_016,browse,2026-01-24T05:31:25,sess_user_016_2026-01-24,550,item_017,app_010,poi_008,,,
event_00220,user_022,add_to_cart,2026-01-24T06:16:50,sess_user_022_2026-01-24,287,item_004,app_009,poi_013,,,
event_00866,user_086,click,2026-01-24T07:00:35,sess_user_086_2026-01-24,6,item_018,app_010,poi_009,,,
event_00865,user_086,click,2026-01-24T07:37:17,sess_user_086_2026-01-24,5,item_007,app_004,poi_002,,,
event_00728,user_073,add_to_cart,2026-01-24T07:40:38,sess_user_073_2026-01-24,255,item_008,app_007,poi_016,,,
event_00954,user_095,browse,2026-01-24T08:00:24,sess_user_095_2026-01-24,158,item_015,app_005,,,,
event_00552,user_057,click,2026-01-24T08:42:07,sess_user_057_2026-01-24,4,item_005,app_009,poi_014,,,
event_00003,user_001,browse,2026-01-24T08:53:49,sess_user_001_2026-01-24,588,item_018,app_004,poi_003,,,
event_00465,user_046,click,2026-01-24T09:38:00,sess_user_046_2026-01-24,2,item_019,app_006,poi_015,,,
event_00635,user_063,click,2026-01-24T18:54:27,sess_user_063_2026-01-24,5,item_017,,poi_004,,,
event_00371,user_037,search,2026-01-24T19:48:21,sess_user_037_2026-01-24,295,item_011,app_013,poi_011,,特斯拉Model 3,
event_00973,user_097,add_to_cart,2026-01-24T20:17:54,sess_user_097_2026-01-24,155,item_002,app_010,poi_003,,,
event_00940,user_094,add_to_cart,2026-01-24T20:41:31,sess_user_094_2026-01-24,198,,app_007,poi_006,,,
event_00771,user_077,browse,2026-01-24T20:57:24,sess_user_077_2026-01-24,489,item_018,,poi_002,,,
event_00632,user_063,click,2026-01-24T21:32:17,sess_user_063_2026-01-24,6,item_009,,poi_011,,,
event_00306,user_030,search,2026-01-24T22:13:07,sess_user_030_2026-01-24,22,item_006,,poi_004,,奔驰GLC,
event_00792,user_079,click,2026-01-24T22:37:13,sess_user_079_2026-01-24,6,item_017,app_005,poi_003,,,
event_00205,user_020,add_to_cart,2026-01-24T23:27:01,sess_user_020_2026-01-24,286,item_012,app_006,poi_002,,,
event_00125,user_012,purchase,2026-01-24T23:45:34,sess_user_012_2026-01-24,772,,app_004,,,,
event_00943,user_094,click,2026-01-25T00:26:25,sess_user_094_2026-01-25,10,item_010,app_006,poi_014,,,
event_00675,user_067,click,2026-01-25T00:37:29,sess_user_067_2026-01-25,4,item_007,app_010,poi_007,,,
event_00328,user_032,search,2026-01-25T01:08:54,sess_user_032_2026-01-25,74,item_020,app_010,,,沃尔沃XC90,
event_00603,user_061,browse,2026-01-25T01:09:55,sess_user_061_2026-01-25,598,item_009,app_006,,,,
event_00867,user_086,add_to_cart,2026-01-25T01:31:03,sess_user_086_2026-01-25,78,item_001,,poi_004,,,
event_00922,user_091,browse,2026-01-25T01:50:11,sess_user_091_2026-01-25,433,item_004,,,,,
event_00062,user_006,compare,2026-01-25T02:03:54,sess_user_006_2026-01-25,284,,app_006,poi_003,,,
event_00980,user_098,purchase,2026-01-25T02:14:20,sess_user_098_2026-01-25,1785,item_015,,poi_011,859439,,
event_00597,user_060,browse,2026-01-25T02:23:37,sess_user_060_2026-01-25,531,item_020,app_012,poi_016,,,
event_00453,user_045,browse,2026-01-25T02:46:36,sess_user_045_2026-01-25,544,,app_003,poi_006,,,
event_00902,user_089,browse,2026-01-25T03:06:47,sess_user_089_2026-01-25,360,,app_001,poi_006,,,
event_00466,user_047,search,2026-01-25T04:21:50,sess_user_047_2026-01-25,52,item_015,app_008,,,保时捷911,
event_00620,user_062,click,2026-01-25T04:35:23,sess_user_062_2026-01-25,5,item_015,app_006,,,,
event_00257,user_025,search,2026-01-25T05:41:42,sess_user_025_2026-01-25,270,item_018,,,,雷克萨斯LX,
event_00680,user_067,click,2026-01-25T06:14:33,sess_user_067_2026-01-25,2,item_014,app_004,poi_010,,,
event_00396,user_039,click,2026-01-25T06:31:19,sess_user_039_2026-01-25,6,item_016,app_002,,,,
event_00661,user_066,purchase,2026-01-25T07:36:09,sess_user_066_2026-01-25,749,item_002,app_013,poi_010,748998,,
event_00861,user_086,click,2026-01-25T07:37:26,sess_user_086_2026-01-25,10,item_015,,poi_016,,,
event_00298,user_030,purchase,2026-01-25T07:47:14,sess_user_030_2026-01-25,817,,,poi_001,,,
event_00697,user_070,search,2026-01-25T08:09:46,sess_user_070_2026-01-25,52,item_003,app_003,,,宝马X5,
event_00364,user_036,purchase,2026-01-25T08:35:35,sess_user_036_2026-01-25,1187,item_009,app_004,,1123097,,
event_00204,user_020,purchase,2026-01-25T08:42:21,sess_user_020_2026-01-25,1770,item_003,app_003,poi_010,404464,,
event_00567,user_058,purchase,2026-01-25T08:54:33,sess_user_058_2026-01-25,132,item_013,app_006,poi_012,1338953,,
event_00025,user_003,purchase,2026-01-25T09:16:33,sess_user_003_2026-01-25,1056,item_008,app_002,poi_014,1298860,,
event_00774,user_078,click,2026-01-25T09:19:29,sess_user_078_2026-01-25,7,,app_013,,,,
event_00119,user_011,click,2026-01-25T18:44:12,sess_user_011_2026-01-25,1,item_004,,,,,
event_00551,user_056,purchase,2026-01-25T20:08:30,sess_user_056_2026-01-25,429,,app_008,poi_016,,,
event_00847,user_084,browse,2026-01-25T20:08:41,sess_user_084_2026-01-25,161,item_004,app_010,poi_001,,,
event_00074,user_007,purchase,2026-01-25T20:38:32,sess_user_007_2026-01-25,1519,item_002,app_007,poi_006,322083,,
event_00593,user_060,browse,2026-01-25T21:02:40,sess_user_060_2026-01-25,143,item_006,app_006,poi_013,,,
event_00653,user_065,compare,2026-01-25T21:08:23,sess_user_065_2026-01-25,105,item_006,,poi_013,,,"item_006,item_004"
event_00959,user_095,add_to_cart,2026-01-25T22:49:21,sess_user_095_2026-01-25,136,item_018,app_008,poi_016,,,
event_00592,user_060,browse,2026-01-25T23:11:09,sess_user_060_2026-01-25,212,item_016,app_003,poi_005,,,
event_00526,user_053,search,2026-01-25T23:17:36,sess_user_053_2026-01-25,269,item_008,app_007,poi_012,,奥迪A6,
event_00989,user_099,browse,2026-01-25T23:26:43,sess_user_099_2026-01-25,218,item_011,,,,,
event_00617,user_062,browse,2026-01-25T23:58:02,sess_user_062_2026-01-25,463,item_016,app_012,poi_009,,,
event_00919,user_091,browse,2026-01-26T00:36:19,sess_user_091_2026-01-26,423,item_001,app_003,poi_012,,,
event_00400,user_040,browse,2026-01-26T01:20:40,sess_user_040_2026-01-26,335,item_019,app_012,,,,
event_00897,user_089,compare,2026-01-26T01:39:03,sess_user_089_2026-01-26,248,,,,,,
event_00409,user_041,click,2026-01-26T01:42:18,sess_user_041_2026-01-26,4,item_010,app_003,poi_008,,,
event_00594,user_060,add_to_cart,2026-01-26T02:10:56,sess_user_060_2026-01-26,298,item_020,app_013,,,,
event_00703,user_070,click,2026-01-26T02:20:15,sess_user_070_2026-01-26,9,,app_011,poi_009,,,
event_00722,user_072,browse,2026-01-26T03:00:07,sess_user_072_2026-01-26,306,item_005,app_003,poi_003,,,
event_00797,user_079,click,2026-01-26T03:01:22,sess_user_079_2026-01-26,5,item_001,app_006,poi_005,,,
event_00777,user_078,browse,2026-01-26T04:08:21,sess_user_078_2026-01-26,32,item_019,app_008,poi_001,,,
event_00975,user_097,compare,2026-01-26T04:23:44,sess_user_097_2026-01-26,145,item_019,,poi_008,,,"item_019,item_005"
event_00650,user_065,search,2026-01-26T04:51:38,sess_user_065_2026-01-26,253,item_006,app_004,,,奔驰GLC,
event_00515,user_051,compare,2026-01-26T04:54:06,sess_user_051_2026-01-26,236,item_016,app_001,,,,"item_016,item_009"
event_00848,user_084,purchase,2026-01-26T05:07:24,sess_user_084_2026-01-26,1077,item_003,app_006,poi_003,775542,,
event_00852,user_084,search,2026-01-26T06:21:54,sess_user_084_2026-01-26,187,item_018,app_004,poi_008,,雷克萨斯LX,
event_00310,user_030,browse,2026-01-26T07:05:35,sess_user_030_2026-01-26,189,item_001,app_005,poi_015,,,
event_00203,user_020,click,2026-01-26T07:33:30,sess_user_020_2026-01-26,8,item_004,app_011,poi_003,,,
event_00958,user_095,browse,2026-01-26T07:46:48,sess_user_095_2026-01-26,348,item_019,app_004,,,,
event_00346,user_034,click,2026-01-26T07:52:59,sess_user_034_2026-01-26,8,item_012,app_009,poi_005,,,
event_00441,user_044,search,2026-01-26T08:02:21,sess_user_044_2026-01-26,124,item_016,app_008,,,雷克萨斯ES,
event_00524,user_053,click,2026-01-26T08:06:54,sess_user_053_2026-01-26,8,item_015,app_006,poi_003,,,
event_00920,user_091,browse,2026-01-26T08:44:14,sess_user_091_2026-01-26,81,item_018,,poi_006,,,
event_00649,user_065,browse,2026-01-26T09:01:59,sess_user_065_2026-01-26,109,,app_002,,,,
event_00851,user_084,compare,2026-01-26T18:53:52,sess_user_084_2026-01-26,252,item_007,app_002,poi_005,,,"item_007,item_001"
event_00755,user_076,click,2026-01-26T19:06:27,sess_user_076_2026-01-26,10,item_009,app_009,poi_011,,,
event_00566,user_058,browse,2026-01-26T19:54:35,sess_user_058_2026-01-26,56,item_009,app_005,,,,
event_00033,user_004,browse,2026-01-26T20:03:34,sess_user_004_2026-01-26,431,item_014,app_005,,,,
event_00870,user_086,click,2026-01-26T20:04:11,sess_user_086_2026-01-26,1,item_006,,,,,
event_00096,user_009,search,2026-01-26T20:19:08,sess_user_009_2026-01-26,272,item_008,app_005,,,奥迪A6,
event_00149,user_015,browse,2026-01-26T20:20:45,sess_user_015_2026-01-26,143,item_005,,poi_004,,,
event_00262,user_026,add_to_cart,2026-01-26T21:00:36,sess_user_026_2026-01-26,113,item_020,app_010,poi_001,,,
event_00521,user_052,browse,2026-01-26T21:04:29,sess_user_052_2026-01-26,125,item_013,app_003,,,,
event_00194,user_019,search,2026-01-26T21:11:50,sess_user_019_2026-01-26,230,item_017,,,,雷克萨斯RX,
event_00362,user_035,purchase,2026-01-26T22:20:42,sess_user_035_2026-01-26,510,item_009,,,1272903,,
event_00602,user_061,add_to_cart,2026-01-26T22:56:38,sess_user_061_2026-01-26,193,item_018,app_008,,,,
event_00636,user_064,browse,2026-01-26T23:42:12,sess_user_064_2026-01-26,91,item_015,app_010,poi_016,,,
event_00474,user_047,browse,2026-01-27T00:14:54,sess_user_047_2026-01-27,271,item_018,app_003,,,,
event_00726,user_072,browse,2026-01-27T00:31:08,sess_user_072_2026-01-27,463,item_012,app_004,poi_012,,,
event_00713,user_071,click,2026-01-27T01:14:01,sess_user_071_2026-01-27,10,item_019,app_013,poi_014,,,
event_00625,user_063,browse,2026-01-27T01:18:52,sess_user_063_2026-01-27,104,item_015,app_012,poi_004,,,
event_00671,user_067,browse,2026-01-27T01:22:07,sess_user_067_2026-01-27,37,item_013,app_010,poi_006,,,
event_00415,user_042,click,2026-01-27T01:32:29,sess_user_042_2026-01-27,5,,app_010,,,,
event_00375,user_038,browse,2026-01-27T01:50:58,sess_user_038_2026-01-27,534,item_003,,,,,
event_00895,user_089,browse,2026-01-27T02:34:05,sess_user_089_2026-01-27,142,item_003,app_003,poi_008,,,
event_00018,user_003,browse,2026-01-27T02:44:42,sess_user_003_2026-01-27,83,item_016,,poi_015,,,
event_00499,user_050,purchase,2026-01-27T03:19:53,sess_user_050_2026-01-27,205,item_009,app_013,poi_011,1320609,,
event_00455,user_046,browse,2026-01-27T03:59:18,sess_user_046_2026-01-27,36,item_009,app_012,poi_004,,,
event_00462,user_046,compare,2026-01-27T04:26:58,sess_user_046_2026-01-27,107,item_020,app_002,poi_003,,,"item_020,item_014"
event_00956,user_095,add_to_cart,2026-01-27T04:39:20,sess_user_095_2026-01-27,299,item_003,app_010,,,,
event_00610,user_061,click,2026-01-27T04:40:38,sess_user_061_2026-01-27,10,item_012,app_009,,,,
event_00103,user_010,search,2026-01-27T05:04:48,sess_user_010_2026-01-27,263,item_006,,,,奔驰GLC,
event_00818,user_082,browse,2026-01-27T05:44:56,sess_user_082_2026-01-27,168,,app_005,poi_003,,,
event_00921,user_091,browse,2026-01-27T06:42:59,sess_user_091_2026-01-27,217,,app_001,,,,
event_00574,user_059,click,2026-01-27T07:33:12,sess_user_059_2026-01-27,9,item_001,app_010,,,,
event_00699,user_070,add_to_cart,2026-01-27T08:55:33,sess_user_070_2026-01-27,193,item_010,app_005,poi_009,,,
event_00352,user_035,browse,2026-01-27T18:54:21,sess_user_035_2026-01-27,265,,app_006,,,,
event_00168,user_016,click,2026-01-27T19:03:54,sess_user_016_2026-01-27,9,item_010,app_001,poi_001,,,
event_00782,user_078,browse,2026-01-27T19:30:23,sess_user_078_2026-01-27,576,item_017,app_005,,,,
event_00795,user_079,purchase,2026-01-27T19:46:43,sess_user_079_2026-01-27,665,item_001,app_011,poi_015,332741,,
event_00392,user_039,click,2026-01-27T19:48:54,sess_user_039_2026-01-27,3,item_004,app_005,,,,
event_00775,user_078,add_to_cart,2026-01-27T19:50:32,sess_user_078_2026-01-27,242,item_009,app_007,poi_009,,,
event_00041,user_005,browse,2026-01-27T20:15:16,sess_user_005_2026-01-27,545,item_009,app_008,,,,
event_00053,user_006,click,2026-01-27T20:36:50,sess_user_006_2026-01-27,6,item_018,,poi_014,,,
event_00982,user_098,purchase,2026-01-27T21:03:20,sess_user_098_2026-01-27,1388,item_016,app_012,,1054133,,
event_00058,user_006,click,2026-01-27T21:56:04,sess_user_006_2026-01-27,7,item_009,app_008,poi_011,,,
event_00835,user_083,search,2026-01-27T22:01:28,sess_user_083_2026-01-27,83,item_011,app_004,,,特斯拉Model 3,
event_00672,user_067,add_to_cart,2026-01-27T22:09:47,sess_user_067_2026-01-27,148,item_019,,poi_010,,,
event_00678,user_067,search,2026-01-27T22:16:59,sess_user_067_2026-01-27,162,item_015,app_005,poi_008,,保时捷911,
event_00068,user_007,click,2026-01-27T22:46:14,sess_user_007_2026-01-27,3,item_008,app_012,,,,
event_00695,user_069,purchase,2026-01-27T22:47:13,sess_user_069_2026-01-27,361,item_019,,,995131,,
event_00242,user_024,browse,2026-01-27T23:14:58,sess_user_024_2026-01-27,81,item_014,app_001,poi_011,,,
